edge_id,road_name,geometry,road_type,speed,capacity,traffic_density
23046218___,Mysore Road,"LINESTRING (776487.5355357192 1433713.47551819, 776480.1557000398 1433712.106729532, 776457.0735086319 1433707.8138562415, 776415.5905131684 1433700.1050955795, 776350.1424150893 1433687.364223504, 776346.6160292963 1433686.0671173944)",trunk,40.0,7200,0.0
172851179___,Pipeline Road,"LINESTRING (776487.5355357192 1433713.47551819, 776534.2859342636 1433629.6249211687, 776546.9202552288 1433608.1763604146)",tertiary,30.0,3600,0.0
23046218___,Mysore Road,"LINESTRING (776314.273273426 1433674.1214790351, 776278.5295014288 1433654.8360450426, 776276.8983404331 1433654.011700426)",trunk,40.0,7200,0.0
23046218___,Mysore Road,"LINESTRING (776276.8983404331 1433654.011700426, 776265.3828404939 1433648.2071117004, 776256.6973067797 1433643.8587210765)",trunk,40.0,7200,0.0
1110165769___,Unknown,"LINESTRING (776050.7908680802 1433316.5051892065, 776052.270993665 1433306.3359344045, 776063.9181986386 1433225.9098068364)",tertiary,30.0,3600,0.0
1158078668___,Unknown,"LINESTRING (776258.4456787228 1433427.111609945, 776258.6266451809 1433431.829055328, 776261.2660339375 1433500.3207267378)",tertiary,30.0,3600,0.0
1110165769___,Unknown,"LINESTRING (776063.9181986386 1433225.9098068364, 776053.3364925217 1433191.7322954568, 776049.8557984894 1433179.2997186398)",tertiary,30.0,3600,0.0
1110165769___,Unknown,"LINESTRING (776063.9181986386 1433225.9098068364, 776052.270993665 1433306.3359344045, 776050.7908680802 1433316.5051892065)",tertiary,30.0,3600,0.0
23046218___,Mysore Road,"LINESTRING (777236.9278371544 1433955.596705337, 777216.1126858896 1433934.1678511247, 777196.1890061278 1433916.954410235, 777174.6988747965 1433903.30081497, 777145.1714016937 1433892.1460605126)",trunk,40.0,7200,0.0
"[1497089829, 1497089830]___",HAL Old Airport Road,"LINESTRING (788562.1760170574 1434116.4598037843, 788577.9925838294 1434118.8386977385, 788629.2684367336 1434129.73502497, 788669.8891617056 1434137.863465248, 788701.6051942927 1434141.958022441, 788721.006923357 1434143.090181756)",primary,30.0,3600,0.0
132191811___,Unknown,"LINESTRING (788721.006923357 1434143.090181756, 788720.6939725484 1434135.6142645336)",primary_link,50.0,7200,0.0
132191811___,Unknown,"LINESTRING (788720.6939725484 1434135.6142645336, 788721.006923357 1434143.090181756)",primary_link,50.0,7200,0.0
431532857___,HAL Old Airport Road,"LINESTRING (789136.2156471558 1434065.1221682592, 789125.4750368467 1434066.3828185832, 789105.836314062 1434070.262907435, 789094.82429267 1434072.5613754978, 788990.8737431566 1434094.2821679031)",primary,50.0,3600,0.0
1086212782___,HAL Old Airport Road,"LINESTRING (789481.8403900099 1434026.6302200903, 789538.691463902 1434021.4676337685, 789547.8166869755 1434021.0205508433, 789734.2752389595 1434011.9215922952, 789862.9515452923 1434001.5217283596, 789870.8758847124 1434000.6636383473, 789923.0428198949 1433995.950979153, 789947.248656271 1433992.4845681877, 790013.6165709852 1433979.5844711412, 790152.4818834146 1433924.245812638, 790160.0767527146 1433920.6388097494)",primary,50.0,3600,0.0
638541497___,Swamy Vivekananda Road,"LINESTRING (784895.66255459 1435916.5730709508, 784918.623290855 1435949.3562355994, 784955.6493258735 1436001.5798627601, 784965.1626648805 1436014.9954453239)",primary,50.0,3600,0.0
1058623187___,Swamy Vivekananda Road,"LINESTRING (784901.2435782969 1435913.342670483, 784892.3016596097 1435901.36107779)",primary,50.0,3600,0.0
638541497___,Swamy Vivekananda Road,"LINESTRING (784965.1626648805 1436014.9954453239, 784986.7768282583 1436060.4403324404, 785006.4706787934 1436089.9463592207)",primary,50.0,3600,0.0
638541497___,Swamy Vivekananda Road,"LINESTRING (785006.4706787934 1436089.9463592207, 785021.3639635853 1436112.2625887168)",primary,50.0,3600,0.0
764329017___,Lower Agaram Road,"LINESTRING (784014.3365584173 1434768.395684363, 784013.2274366172 1434757.9783021219)",secondary,40.0,3600,0.0
124316968___,Victoria Road,"LINESTRING (784014.3365584173 1434768.395684363, 784103.3435304218 1434775.7074976605, 784105.9044997393 1434775.8334099313, 784108.3570237033 1434775.9471393542, 784109.9520454188 1434776.0409990451)",primary,50.0,3600,0.0
638531681___,Victoria Road,"LINESTRING (784013.2274366172 1434757.9783021219, 783995.1767372875 1434756.4757809052)",primary,50.0,3600,0.0
764329017___,Lower Agaram Road,"LINESTRING (784013.2274366172 1434757.9783021219, 784012.6952232654 1434753.766159913, 784012.3022297395 1434751.8580510914, 784011.8061275149 1434749.4175141482, 784010.0091063611 1434739.3805335178, 784010.9781821923 1434729.5822622695, 784034.9819994795 1434670.4257136465, 784064.1747034584 1434611.3556112594, 784090.75643873 1434557.0410647776, 784137.4446658213 1434445.6886963027)",secondary,40.0,3600,0.0
124316968___,Victoria Road,"LINESTRING (784109.9520454188 1434776.0409990451, 784154.4752790884 1434778.302380957, 784180.6242616188 1434782.02468952, 784195.3506240273 1434786.9028432525, 784206.3138050183 1434794.543143269, 784215.1502845922 1434812.634057656, 784218.2965286926 1434820.2605384, 784220.5032420066 1434824.224196785, 784233.4941625647 1434847.97038286, 784279.616966677 1434905.9095814463)",primary,50.0,3600,0.0
146588537___,Unknown,"LINESTRING (784279.616966677 1434905.9095814463, 784284.9911867442 1434914.3670832282, 784286.1743048041 1434917.5674625312, 784287.7415263376 1434925.6537628586, 784286.293207159 1434939.819868204)",primary_link,50.0,7200,0.0
638531683___,Victoria Road,"LINESTRING (784279.616966677 1434905.9095814463, 784289.907866624 1434912.402790949, 784293.8123372663 1434914.91155218, 784301.9848627873 1434919.4125093652)",primary,50.0,3600,0.0
638531680___,Trinity Church Road,"LINESTRING (784286.293207159 1434939.819868204, 784270.3064806408 1434978.3904654186, 784244.5812365466 1435048.6658559463, 784233.6008188305 1435078.6641484494, 784220.1461974354 1435166.700430217, 784213.8336906878 1435217.901877906, 784207.7333565388 1435268.5298507537, 784203.0651238873 1435311.855102103, 784197.8265431335 1435346.229743644, 784191.6626170406 1435397.7648196172, 784187.3911067486 1435429.94641362, 784184.9520482813 1435445.4418378798)",secondary,30.0,3600,0.0
638531677___,Trinity Church Road,"LINESTRING (784301.9848627873 1434919.4125093652, 784286.293207159 1434939.819868204)",secondary,30.0,5400,0.0
638531674___,HAL Old Airport Road,"LINESTRING (784301.9848627873 1434919.4125093652, 784311.9322892639 1434924.4630700906, 784328.4792137337 1434932.836070029)",primary,50.0,3600,0.0
378431897___,Cambridge Road,"LINESTRING (784810.8071987345 1434837.3757577792, 784801.2895874283 1434829.5950684093)",tertiary,30.0,3600,0.0
"[1113090752, 1113090753, 638531682]___",HAL Old Airport Road,"LINESTRING (784810.8071987345 1434837.3757577792, 784817.4334583725 1434822.2665689168, 784819.8060513329 1434817.4864747922, 784864.3514178619 1434725.8067910147, 784888.5107286356 1434678.109953967, 784900.9448070191 1434653.58436168, 784921.7242247097 1434612.5502794886, 784937.7824285426 1434580.8552252245, 784952.9919589476 1434559.8896237488, 785001.6006301724 1434530.2565433285, 785089.2197204479 1434479.5044548064, 785138.4906174869 1434450.9632644402, 785145.8221359786 1434446.4667189952, 785148.810272457 1434445.1801212272)",primary,50.0,3600,0.0
464465170___,HAL Old Airport Road,"LINESTRING (784801.2895874283 1434829.5950684093, 784797.3882118664 1434839.451766077)",primary,50.0,3600,0.0
1147357399___,Unknown,"LINESTRING (785148.810272457 1434445.1801212272, 785145.7362012747 1434437.9416974105)",primary_link,50.0,7200,0.0
638531682___,HAL Old Airport Road,"LINESTRING (785148.810272457 1434445.1801212272, 785162.876543829 1434439.3137881628, 785190.3181582756 1434430.363742694, 785245.3091874262 1434420.977905214, 785265.4279740527 1434415.6831954427, 785396.5842418314 1434374.5687745693, 785522.5566117786 1434337.143223124, 785550.6981125294 1434328.7874331283, 785583.3048768975 1434323.3117203314, 785608.7223420786 1434327.4816636809, 785670.754706849 1434352.3212424184, 785739.2299326876 1434373.5631708987, 785764.6520392435 1434377.2794345694, 785798.9912829668 1434377.523090378, 785836.4436220613 1434373.8468000735)",primary,50.0,3600,0.0
45241323___,11th Cross Road,"LINESTRING (778917.2936330509 1438753.1984120738, 778912.7693286804 1438752.9755832711, 778871.8587037927 1438752.7726025681, 778832.8607402819 1438753.4303084498)",tertiary,30.0,1800,0.0
36777821___,Tumkur Road,"LINESTRING (777551.3337814814 1440532.3409370892, 777538.7529665172 1440534.5721435295, 777520.2252450844 1440543.1528736253, 777513.513467622 1440546.7715374161, 777474.6315982251 1440568.5418036939)",secondary,40.0,5400,0.0
"[464711176, 378425665, 1364173723, 1314327952]___",Yeshwantpura Circle Flyover,"LINESTRING (777551.3337814814 1440532.3409370892, 777531.8913605319 1440543.3699348646, 777506.2782798065 1440558.1780312967, 777478.38656754 1440573.9926979681, 777455.6703917208 1440587.8447806167, 777444.5906882333 1440589.7590385473, 777434.1981999043 1440589.1784561193, 777425.217137071 1440585.3243696124, 777415.6848654621 1440577.999913461, 777407.2485423533 1440568.5500307807, 777400.0853799894 1440556.6222724232, 777370.6393516666 1440501.453361616, 777365.2275094118 1440491.3033250303, 777345.7956877628 1440454.8877013517, 777334.0673664456 1440430.637726256, 777328.2684527123 1440420.118508668)",trunk,30.0,3600,0.0
36777821___,Tumkur Road,"LINESTRING (777474.6315982251 1440568.5418036939, 777465.3664393073 1440574.5811902205)",secondary,40.0,5400,0.0
1087700051___,Unknown,"LINESTRING (777474.6315982251 1440568.5418036939, 777466.9129615226 1440569.7482098618, 777456.8869717533 1440568.3410786223, 777452.0604832554 1440563.665356117, 777449.1144161785 1440559.805579402, 777447.7778406041 1440555.640977856, 777447.0123102361 1440550.8179389855)",secondary_link,40.0,5400,0.0
"[510972416, 406674058, 760562354, 1248258454, 510972415]___",Tumkur Road,"LINESTRING (777328.2684527123 1440420.118508668, 777297.5082446495 1440359.6009153975, 777291.5532899089 1440348.4048895878, 777280.079445431 1440331.219998514, 777266.5767578053 1440312.8634640728, 777255.6337535612 1440301.1745074696, 777240.3458292147 1440286.5637464807, 777210.9055500244 1440266.3865624098, 777202.4485882507 1440261.1319913561, 777189.2470252882 1440252.76342037, 777173.063772474 1440245.1508369076)",trunk,60.0,3600,0.0
28071061___,Chord Road,"LINESTRING (776945.4473169253 1440633.247792101, 776969.9919306373 1440579.97238421, 776993.9290706892 1440526.6687388464, 776999.3171072362 1440515.4317783837, 777008.1793375794 1440478.1827195713)",primary,50.0,7200,0.0
1213892740___,Tumkur Road,"LINESTRING (776945.4473169253 1440633.247792101, 776977.5447316298 1440505.5934741595, 776981.0156312421 1440491.7912208408)",trunk,60.0,3600,0.0
1248797207___,Chord Road,"LINESTRING (777008.1793375794 1440478.1827195713, 777037.0602618349 1440339.038938752, 777040.4532961384 1440310.302875406, 777032.7184526508 1440233.1689823205, 777037.4764955065 1440150.670030763)",primary,50.0,7200,0.0
"[1353055891, 758864875]___",Unknown,"LINESTRING (777008.1793375794 1440478.1827195713, 777020.5263568456 1440461.4033393858, 777068.8785349752 1440256.5019071598, 777074.6347282261 1440248.600626871, 777083.4473712916 1440242.224468216)",primary_link,50.0,7200,0.0
"[1248797208, 406674059, 1162867125]___",Tumkur Road,"LINESTRING (776981.0156312421 1440491.7912208408, 776995.2669444217 1440433.4753153236, 777001.0775920143 1440400.7009640068, 777004.7520648446 1440373.1189798783, 777009.111659161 1440328.120172192, 777010.3109039409 1440312.468595993, 777011.7111803282 1440301.6564976173, 777015.1704066915 1440292.259865135, 777019.9840840431 1440285.2568247975, 777025.9796063905 1440279.4611854162, 777046.9441717198 1440259.5249511045, 777056.6019085562 1440253.3011824037, 777068.901318809 1440246.6722399434, 777077.9529276374 1440243.5197644075, 777083.4473712916 1440242.224468216)",trunk,60.0,3600,0.0
460225731___,6th Cross Road,"LINESTRING (787411.9166426761 1434183.6546975356, 787411.5464844052 1434179.5658449703, 787412.4962066922 1434173.8411850617)",tertiary,30.0,3600,0.0
"[1359583089, 1194673414]___",HAL Old Airport Road,"LINESTRING (787411.9166426761 1434183.6546975356, 787422.5836399883 1434182.1380254044, 787442.7756522342 1434179.2921103358, 787468.9141010554 1434176.7846871747, 787476.0457733193 1434175.9066428673, 787487.446765796 1434174.8072208331, 787557.4779481678 1434167.4970024552, 787564.8973517548 1434167.1422807663, 787606.1174094358 1434163.5516676651, 787676.9155778144 1434160.8107535779, 787751.4668519341 1434157.378352448, 787860.2698997399 1434152.2429745507, 787947.1516633704 1434148.1421589649, 787951.6157308274 1434147.989296934, 787968.8095296293 1434147.393109558)",primary,50.0,3600,0.0
460225731___,6th Cross Road,"LINESTRING (787412.4962066922 1434173.8411850617, 787411.5464844052 1434179.5658449703, 787411.9166426761 1434183.6546975356)",tertiary,30.0,3600,0.0
"[1194673416, 1194673415]___",HAL Old Airport Road,"LINESTRING (787412.4962066922 1434173.8411850617, 787407.3333355351 1434174.3743482833, 787401.2139542823 1434175.0082923272, 787392.7906081254 1434175.850812029, 787332.2929050899 1434182.0757871268, 787260.1120955043 1434190.4380950753, 787237.9419173035 1434192.4444073017, 787182.5193240747 1434198.235225038, 787076.1795441657 1434209.874945456)",primary,50.0,3600,0.0
1359583089___,HAL Old Airport Road,"LINESTRING (787968.8095296293 1434147.393109558, 787974.5884932771 1434147.1321456074)",primary,50.0,3600,0.0
"[1356342409, 401908499]___",Lower Agaram Road,"LINESTRING (784137.4446658213 1434445.6886963027, 784140.1714025688 1434439.1852415737, 784263.6550664009 1434144.6337482508, 784299.1434334246 1434065.7018901543, 784312.5610317807 1434041.573649302, 784368.5277312214 1433965.7081355087, 784380.3311770116 1433949.6999641275, 784385.3183884931 1433933.4779076055, 784386.740329548 1433919.76540629, 784388.0539048077 1433885.9371651835, 784388.1812442099 1433865.0710690494, 784386.2683018332 1433836.7116174176, 784379.8118782552 1433803.55639733, 784377.757366673 1433793.217846007)",secondary,40.0,3600,0.0
401993944___,Lower Agram Road,"LINESTRING (783995.1767372875 1434756.4757809052, 783996.5586948615 1434767.814787655)",secondary,40.0,5400,0.0
"[638531681, 8681388]___",Victoria Road,"LINESTRING (783995.1767372875 1434756.4757809052, 783981.2484922095 1434759.5211338578, 783911.8254414544 1434784.1820496642)",primary,50.0,3600,0.0
172891297___,SJP Road,"LINESTRING (779796.1367161493 1434601.4400411793, 779861.968208632 1434594.3010915027)",primary,50.0,7200,0.0
244304928___,SJP Road,"LINESTRING (780278.554628555 1434563.0800711305, 780324.4564720474 1434558.8621653458)",primary,50.0,7200,0.0
244304928___,SJP Road,"LINESTRING (780200.3702224228 1434569.9712931323, 780222.6427527287 1434567.3074429105)",primary,50.0,7200,0.0
1086234123___,SJP Road,"LINESTRING (780138.863272618 1434571.3636642657, 780150.2272698558 1434570.5930472524, 780164.6550340216 1434569.6098965441)",primary,50.0,7200,0.0
1086234123___,SJP Road,"LINESTRING (780095.6357299513 1434575.2436126776, 780138.863272618 1434571.3636642657)",primary,50.0,7200,0.0
172891297___,SJP Road,"LINESTRING (779985.5331726139 1434584.2257997852, 780026.7252689486 1434580.8564556192)",primary,50.0,7200,0.0
172891297___,SJP Road,"LINESTRING (779940.5056950012 1434587.888522644, 779985.5331726139 1434584.2257997852)",primary,50.0,7200,0.0
760543009___,SJP Road,"LINESTRING (779728.4670227198 1434612.1472064236, 779796.1367161493 1434601.4400411793)",primary,50.0,7200,0.0
760543009___,SJP Road,"LINESTRING (779681.800854416 1434616.8343446192, 779724.5442266569 1434612.4950209348)",primary,50.0,7200,0.0
36957712___,Subedar Chatram Road,"LINESTRING (779422.9574206034 1436013.3060304958, 779427.3569120544 1435966.8238707006, 779432.589467048 1435909.878042255, 779434.2172095256 1435901.3485565332, 779437.625264053 1435888.530880848, 779441.7024334094 1435877.1811851969, 779448.0193097205 1435862.2785509322)",tertiary,30.0,3600,0.0
36957712___,Subedar Chatram Road,"LINESTRING (779448.0193097205 1435862.2785509322, 779456.5478861912 1435853.043886341)",tertiary,30.0,3600,0.0
1192627829___,Unknown,"LINESTRING (779448.0193097205 1435862.2785509322, 779447.8739821911 1435841.2000766562, 779447.7402169354 1435837.2467867897, 779443.2012237948 1435826.607084342)",tertiary,30.0,3600,0.0
23515739___,Ramachandra Road,"LINESTRING (779885.3222921796 1435981.1179447458, 779892.1957371463 1435976.682047496, 779958.4386576315 1435933.9473437073, 780026.1370763002 1435890.087291914, 780121.6267303881 1435827.036790262, 780149.9192426302 1435807.640985342, 780154.5652059999 1435804.4777593266)",tertiary,30.0,3600,0.0
36884561___,Kalidasa Road,"LINESTRING (779885.3222921796 1435981.1179447458, 779887.0723483826 1435990.5561312963, 779887.8544399219 1435994.8038138936, 779915.86254164 1436037.8059569958, 779938.4719743158 1436072.5285725987, 779939.5090084218 1436074.1109939122)",tertiary,30.0,3600,0.0
191031652___,Kalidasa Road,"LINESTRING (779885.3222921796 1435981.1179447458, 779875.1905480914 1435968.5285916089, 779857.5333860833 1435942.1917925775, 779847.9421436222 1435927.6817627628, 779844.7113752146 1435922.9554454668, 779832.0615713727 1435903.864758727, 779824.2335174959 1435892.1289808818, 779783.9116104387 1435832.1983687838)",tertiary,30.0,3600,0.0
23515739___,Ramachandra Road,"LINESTRING (780154.5652059999 1435804.4777593266, 780164.2903351847 1435798.2553253344)",tertiary,30.0,3600,0.0
23515739___,Ramachandra Road,"LINESTRING (780154.5652059999 1435804.4777593266, 780149.9192426302 1435807.640985342, 780121.6267303881 1435827.036790262, 780026.1370763002 1435890.087291914, 779958.4386576315 1435933.9473437073, 779892.1957371463 1435976.682047496, 779885.3222921796 1435981.1179447458)",tertiary,30.0,3600,0.0
38684971___,Palace Road,"LINESTRING (780154.5652059999 1435804.4777593266, 780192.8734709995 1435857.359269829, 780221.5579049586 1435896.804121046, 780276.5997285736 1435969.6151381615, 780294.315148422 1435996.5949343387, 780297.5273819899 1436001.000105781, 780315.359609671 1436027.161933258)",secondary,40.0,3600,0.0
36884561___,Kalidasa Road,"LINESTRING (779939.5090084218 1436074.1109939122, 780005.8617905555 1436176.0058307624, 780034.2435879898 1436219.5875918635)",tertiary,30.0,3600,0.0
191031652___,Kalidasa Road,"LINESTRING (779783.9116104387 1435832.1983687838, 779734.1204582893 1435757.4713052514, 779721.7995012923 1435739.1257085986, 779710.1211091382 1435720.5762897618, 779709.023055526 1435718.5836804267, 779702.7619550026 1435710.7714676512)",tertiary,30.0,3600,0.0
23515739___,Ramachandra Road,"LINESTRING (780164.2903351847 1435798.2553253344, 780154.5652059999 1435804.4777593266)",tertiary,30.0,3600,0.0
234946738___,Palace Road,"LINESTRING (780164.2903351847 1435798.2553253344, 780158.5453881982 1435789.8725714083, 780138.1546400717 1435760.109421331, 780047.6484569327 1435621.4613749727, 780043.8629444307 1435615.7663395402, 780039.0186675875 1435608.488662863, 780035.2118887951 1435602.7491345361, 780033.8125907307 1435600.4877822192, 780032.9127353467 1435599.2941953677, 780032.0143362193 1435597.9567145866, 780030.7830085673 1435596.261627495)",secondary,40.0,3600,0.0
191061105___,Unknown,"LINESTRING (780315.359609671 1436027.161933258, 780320.3909199161 1436044.89159758, 780331.5090828413 1436069.3913317982, 780344.805506213 1436094.2673910712, 780349.9927577449 1436104.1057876872, 780349.0458145132 1436111.845141112, 780346.7359273114 1436120.1684558268)",primary_link,50.0,7200,0.0
"[363477538, 46704053, 1167355002]___",Maharani College Underpass,"LINESTRING (780315.359609671 1436027.161933258, 780323.3357627161 1436041.401205283, 780357.9271840404 1436107.4629126817, 780369.9817629945 1436130.610565595, 780415.8201845873 1436221.2731145434)",secondary,40.0,3600,0.0
52245576___,Unknown,"LINESTRING (780753.9207761912 1436483.6740744358, 780725.1978888607 1436493.06867197, 780664.9232106807 1436516.7664320099, 780642.7046671846 1436522.8065084405)",tertiary,30.0,3600,0.0
52245576___,Unknown,"LINESTRING (780642.7046671846 1436522.8065084405, 780664.9232106807 1436516.7664320099, 780725.1978888607 1436493.06867197, 780753.9207761912 1436483.6740744358)",tertiary,30.0,3600,0.0
1368389075___,Unknown,"LINESTRING (780642.7046671846 1436522.8065084405, 780635.3444507029 1436522.787155067, 780622.3038970775 1436527.304185419, 780620.6786466927 1436528.06258773, 780617.8606879623 1436531.886333309)",tertiary,30.0,3600,0.0
172920274___,Ali Asker Road,"LINESTRING (781262.753959162 1436825.5173739241, 781267.7833871181 1436842.2842627903, 781268.8833496731 1436845.1404475272, 781282.0069367485 1436880.4766201337, 781306.1203977115 1436941.0535785756, 781322.1466999776 1436981.3012102677, 781324.419764619 1436987.2910840989)",tertiary,30.0,3600,0.0
172920277___,Infantry Road,"LINESTRING (781262.753959162 1436825.5173739241, 781300.4120648092 1436812.8489992372, 781305.6403180736 1436811.1420680718, 781359.0131170109 1436793.6189590313, 781380.1116065513 1436786.7046055954, 781409.183617474 1436777.1482042142, 781416.6994184186 1436774.6786052992, 781527.1924061442 1436738.4090246104, 781531.8654028727 1436736.862526677, 781551.1341734236 1436730.5385053298, 781561.9503255215 1436726.9955483845, 781564.9893371204 1436725.9969859014, 781577.9514703183 1436721.7341979223, 781582.4391510626 1436720.2633102012, 781592.3513090226 1436717.0100472611)",primary,50.0,3600,0.0
172920274___,Ali Asker Road,"LINESTRING (781324.419764619 1436987.2910840989, 781322.1466999776 1436981.3012102677, 781306.1203977115 1436941.0535785756, 781282.0069367485 1436880.4766201337, 781268.8833496731 1436845.1404475272, 781267.7833871181 1436842.2842627903, 781262.753959162 1436825.5173739241)",tertiary,30.0,3600,0.0
172920275___,Ali Asker Road,"LINESTRING (781324.419764619 1436987.2910840989, 781316.5270812032 1436990.5317605129, 781290.2011160103 1437002.2969468732, 781270.1130717272 1437011.2806366712, 781214.5278082496 1437036.1096592739, 781198.8456500435 1437043.1234762955, 781190.1539600643 1437047.0091842287, 781169.4662771111 1437056.252513863, 781164.5697369168 1437058.4388445034, 781163.3810489324 1437058.969182851, 781135.8665505018 1437071.2648297325)",tertiary,30.0,3600,0.0
"[1415917704, 362431396]___",Ali Asker Road,"LINESTRING (781324.419764619 1436987.2910840989, 781350.2806616027 1436977.4916542205, 781356.9175006875 1436974.979894174, 781373.6242002731 1436968.6407814205, 781443.0007053443 1436942.3694238395, 781449.2361916972 1436961.1523283706, 781452.1054179672 1436969.3622935114, 781474.1338883615 1437027.826026937, 781490.8885786985 1437070.0738419157)",tertiary,30.0,3600,0.0
1110178940___,Infantry Road,"LINESTRING (781592.3513090226 1436717.0100472611, 781604.8546639128 1436710.8939010252)",primary,50.0,3600,0.0
"[1343714136, 360861353]___",Doctor B R Ambedkar Veedhi,"LINESTRING (781592.3513090226 1436717.0100472611, 781606.9745016769 1436728.7271846023, 781671.6241524871 1436783.9611001918, 781682.4249105388 1436792.584013447, 781707.1073390249 1436812.1748918053, 781711.2954978937 1436815.5939350883, 781719.6268137796 1436822.5865462734, 781720.4557610999 1436823.2702668698, 781723.4270129208 1436825.7248872055, 781727.1683116902 1436829.3165005744)",primary,50.0,5400,0.0
107215077___,Infantry Road,"LINESTRING (782372.3554602489 1436447.670838543, 782376.1359730557 1436446.3588920706, 782420.4347425736 1436430.9589107623, 782476.5217900783 1436411.4727667815)",tertiary,30.0,3600,0.0
"[763290544, 1517890761]___",Central Street,"LINESTRING (782372.3554602489 1436447.670838543, 782373.7556720534 1436451.9471247613, 782392.5788157157 1436509.5046049336, 782408.3854932673 1436558.3966271607, 782416.1549249862 1436582.1327922784, 782423.9244525412 1436605.85789359)",tertiary,30.0,3600,0.0
23515741___,Lady Curzon Road,"LINESTRING (782476.5217900783 1436411.4727667815, 782475.164897159 1436407.2079853085, 782472.0518434955 1436397.3791420339, 782432.6260251241 1436272.6038468634, 782431.9337514074 1436262.788667376, 782433.3263641843 1436257.1792779628, 782433.8243398543 1436255.191745296)",tertiary,30.0,3600,0.0
26283729___,Central Street,"LINESTRING (782423.9244525412 1436605.85789359, 782424.3867032717 1436615.8699888622, 782422.0585335679 1436634.4218407671, 782411.3394269319 1436655.013441233, 782401.2265190573 1436675.7772863808, 782399.5753228308 1436686.5094895973, 782415.0470120024 1436734.1693419963, 782418.9412411966 1436746.1648354041, 782434.433875365 1436793.8913489683, 782435.8653702508 1436798.289735738, 782439.3600982975 1436804.7571716602, 782444.0350690596 1436815.775410571)",tertiary,30.0,3600,0.0
1311426186___,Unknown,"LINESTRING (782423.9244525412 1436605.85789359, 782427.8231110564 1436604.6689358565, 782434.8006469671 1436602.8361529396)",tertiary,30.0,3600,0.0
"[461556554, 1094693602]___",Thippasandra Main Road,"LINESTRING (788377.1463121627 1435492.7754399234, 788409.1077397136 1435484.6284704139, 788414.3153540767 1435483.9520881986, 788429.9054012786 1435481.9447464366)",tertiary,30.0,3600,0.0
1123532968___,Unknown,"LINESTRING (788429.9054012786 1435481.9447464366, 788439.6288630625 1435481.3375796766)",secondary,40.0,5400,0.0
1056588357___,Unknown,"LINESTRING (790160.0767527146 1433920.6388097494, 790158.0054263936 1433912.103732939)",primary_link,50.0,7200,0.0
1086212782___,HAL Old Airport Road,"LINESTRING (790160.0767527146 1433920.6388097494, 790261.1881633936 1433872.7100501151, 790323.6718123648 1433844.049470112, 790524.3588168086 1433748.8192065586, 790530.5244779452 1433745.8726146955, 790536.9644624528 1433742.652131789, 790742.2473145323 1433646.2756877975, 790748.6784107906 1433643.9075998245, 790764.8577565122 1433638.652697589)",primary,50.0,3600,0.0
128510750___,Indiranagar Double Road,"LINESTRING (786520.9333266437 1434595.498069708, 786413.8730930962 1434649.7203806145)",tertiary,30.0,3600,0.0
128510750___,Indiranagar Double Road,"LINESTRING (786413.8730930962 1434649.7203806145, 786388.10313842 1434662.8600914937, 786382.1326712407 1434665.9091229353)",tertiary,30.0,3600,0.0
1151689080___,Indiranagar Double Road,"LINESTRING (786520.2772246223 1434602.2442379568, 786574.0630062317 1434578.246642743, 786580.6387155734 1434575.4695987676, 786581.6026229954 1434575.700983429, 786589.5606227457 1434576.7907563138)",tertiary,30.0,3600,0.0
128510750___,Indiranagar Double Road,"LINESTRING (786292.8869646307 1434721.4563138469, 786255.5127379204 1434753.3068843284)",tertiary,30.0,3600,0.0
364688017___,Indiranagar Double Road,"LINESTRING (786296.3267670628 1434726.8942402673, 786331.7544063127 1434701.654751372, 786376.5215945092 1434675.1502321248, 786384.6163490416 1434670.3629766675)",tertiary,30.0,3600,0.0
128510750___,Indiranagar Double Road,"LINESTRING (786255.5127379204 1434753.3068843284, 786203.6077131138 1434801.291825098, 786164.6779070112 1434847.108303261)",tertiary,30.0,3600,0.0
133632534___,Richmond Road,"LINESTRING (783117.4785730556 1434914.3135822304, 783104.7585805829 1434911.7702031492, 783085.8406338035 1434908.0342944008, 783055.8493685378 1434902.103986855, 783037.5819689445 1434898.4522564576, 783033.0529723866 1434897.5535505787, 783026.128925145 1434896.231833859, 783024.1131474334 1434895.8791208542)",primary,30.0,5400,0.0
1298944073___,Richmond Road,"LINESTRING (783024.1131474334 1434895.8791208542, 783019.1855424978 1434894.677448441)",primary,30.0,5400,0.0
764329018___,Mother Teresa Road,"LINESTRING (783024.1131474334 1434895.8791208542, 783029.518602861 1434886.447277, 783154.2466409437 1434720.4749721214)",tertiary,30.0,3600,0.0
1148408385___,Raj Bhavan Road,"LINESTRING (781489.296825185 1436562.1868278638, 781473.9317470776 1436566.8126577942)",primary,50.0,3600,0.0
152051153___,Raj Bhavan Road,"LINESTRING (781473.9317470776 1436566.8126577942, 781450.4641972759 1436573.9464025472)",primary,30.0,5400,0.0
"[1148408386, 363452629, 1110178942]___",Doctor B R Ambedkar Veedhi,"LINESTRING (781473.9317470776 1436566.8126577942, 781483.6693859447 1436577.5058049217, 781491.732531873 1436588.4586599285, 781515.4105468307 1436619.2972946193, 781551.6539576671 1436665.6401934407, 781582.1424282554 1436704.6293973252, 781586.5465407111 1436710.2978319086, 781592.3513090226 1436717.0100472611)",primary,50.0,3600,0.0
